dataset,nb_samples,nb_trees,use_dp,privacy_budget,mean,std,glc,gdf,balanced,mean_mape,std_mape
adult_size_48842,45222,25,false,0,16.1725,1.2489,false,true,true
adult_size_48842,45222,25,true,0.1,49.8165,13.3401,true,false,true
adult_size_48842,45222,25,true,0.2,44.6225,11.1122,true,false,true
adult_size_48842,45222,25,true,0.3,38.7135,10.4556,true,false,true
adult_size_48842,45222,25,true,0.4,39.3494,8.6856,true,false,true
adult_size_48842,45222,25,true,0.5,36.1644,10.4947,true,false,true
adult_size_48842,45222,25,true,0.6,31.6054,7.57717,true,false,true
adult_size_48842,45222,25,true,0.7,30.8157,9.39705,true,false,true
adult_size_48842,45222,25,true,0.8,29.9495,6.08906,true,false,true
adult_size_48842,45222,25,true,0.9,26.8546,2.77346,true,false,true
adult_size_48842,45222,25,true,1,27.1996,4.22919,true,false,true
adult_size_48842,45222,25,true,1.5,24.3996,0.578769,true,false,true
adult_size_48842,45222,25,true,2,24.4213,0.482123,true,false,true
adult_size_48842,45222,25,true,2.5,24.3359,0.702856,true,false,true
adult_size_48842,45222,25,true,3,24.6641,0.423382,true,false,true
adult_size_48842,45222,25,true,4,24.634,0.460323,true,false,true
adult_size_48842,45222,25,true,5,24.7247,0.45018,true,false,true
adult_size_48842,45222,25,true,6,24.7702,0.447928,true,false,true
adult_size_48842,45222,25,true,7,24.7671,0.426337,true,false,true
adult_size_48842,45222,25,true,8,24.7742,0.381264,true,false,true
adult_size_48842,45222,25,true,9,24.784,0.369901,true,false,true
adult_size_48842,45222,25,true,10,24.784,0.309495,true,false,true
adult_size_48842,45222,25,true,0.1,48.288,13.9529,true,true,true
adult_size_48842,45222,25,true,0.2,43.5172,11.2621,true,true,true
adult_size_48842,45222,25,true,0.3,41.5751,10.0664,true,true,true
adult_size_48842,45222,25,true,0.4,36.5462,6.81143,true,true,true
adult_size_48842,45222,25,true,0.5,38.2761,10.2709,true,true,true
adult_size_48842,45222,25,true,0.6,32.3127,7.81619,true,true,true
adult_size_48842,45222,25,true,0.7,32.0443,6.82288,true,true,true
adult_size_48842,45222,25,true,0.8,28.0656,5.55251,true,true,true
adult_size_48842,45222,25,true,0.9,28.6396,5.7039,true,true,true
adult_size_48842,45222,25,true,1,27.5406,2.28937,true,true,true
adult_size_48842,45222,25,true,1.5,24.1334,1.06313,true,true,true
adult_size_48842,45222,25,true,2,24.6571,1.82211,true,true,true
adult_size_48842,45222,25,true,2.5,24.4346,0.500274,true,true,true
adult_size_48842,45222,25,true,3,24.47,0.463565,true,true,true
adult_size_48842,45222,25,true,4,24.7362,0.257197,true,true,true
adult_size_48842,45222,25,true,5,24.7397,0.422394,true,true,true
adult_size_48842,45222,25,true,6,24.7636,0.39967,true,true,true
adult_size_48842,45222,25,true,7,24.7809,0.366824,true,true,true
adult_size_48842,45222,25,true,8,24.7769,0.330928,true,true,true
adult_size_48842,45222,25,true,9,24.7844,0.566485,true,true,true
adult_size_48842,45222,25,true,10,24.7844,0.380353,true,true,true
adult_size_48842,45222,25,true,0.1,45.1275,12.3362,false,true,true
adult_size_48842,45222,25,true,0.2,43.0848,12.5627,false,true,true
adult_size_48842,45222,25,true,0.3,39.4002,10.608,false,true,true
adult_size_48842,45222,25,true,0.4,38.218,6.98105,false,true,true
adult_size_48842,45222,25,true,0.5,39.0774,9.25627,false,true,true
adult_size_48842,45222,25,true,0.6,35.0596,7.67958,false,true,true
adult_size_48842,45222,25,true,0.7,34.9739,8.25679,false,true,true
adult_size_48842,45222,25,true,0.8,33.1069,7.3014,false,true,true
adult_size_48842,45222,25,true,0.9,32.8776,8.56194,false,true,true
adult_size_48842,45222,25,true,1,28.582,8.17354,false,true,true
adult_size_48842,45222,25,true,1.5,24.8335,2.04478,false,true,true
adult_size_48842,45222,25,true,2,23.6854,1.00492,false,true,true
adult_size_48842,45222,25,true,2.5,23.2573,1.12247,false,true,true
adult_size_48842,45222,25,true,3,23.4156,0.895702,false,true,true
adult_size_48842,45222,25,true,4,23.1334,0.778606,false,true,true
adult_size_48842,45222,25,true,5,23.5262,0.56271,false,true,true
adult_size_48842,45222,25,true,6,23.144,0.674069,false,true,true
adult_size_48842,45222,25,true,7,23.233,0.709702,false,true,true
adult_size_48842,45222,25,true,8,22.7531,0.556249,false,true,true
adult_size_48842,45222,25,true,9,22.773,0.574784,false,true,true
adult_size_48842,45222,25,true,10,22.7164,0.567147,false,true,true
