dataset,nb_samples,nb_trees,use_dp,privacy_budget,mean,std,glc,gdf,mean_mape,std_mape
bcw_size_699,683,20,true,2,75.6924,7.24138,false,true,0,0
bcw_size_699,683,20,true,10,78.7817,7.74885,false,true,0,0
