dataset,nb_samples,privacy_budget,nb_tree,nb_tree_per_ensemble,max_depth,max_leaves,learning_rate,nb_of_runs,mean,std,model,config,balance_partition
abalone,4177,0.000000,50,50,6,-1,0.100000,5,2.167741,0.037948,DPGBDT,Vanilla,True
abalone,4177,0.100000,50,50,6,-1,0.100000,5,31.849006,3.123602,DPGBDT,DFS,True
abalone,4177,0.200000,50,50,6,-1,0.100000,5,16.217968,2.116245,DPGBDT,DFS,True
abalone,4177,0.300000,50,50,6,-1,0.100000,5,8.759552,0.889028,DPGBDT,DFS,True
abalone,4177,0.400000,50,50,6,-1,0.100000,5,6.392507,0.536804,DPGBDT,DFS,True
abalone,4177,0.500000,50,50,6,-1,0.100000,5,6.095014,0.512187,DPGBDT,DFS,True
abalone,4177,0.600000,50,50,6,-1,0.100000,5,5.081461,0.309575,DPGBDT,DFS,True
abalone,4177,0.700000,50,50,6,-1,0.100000,5,5.182405,0.880692,DPGBDT,DFS,True
abalone,4177,0.800000,50,50,6,-1,0.100000,5,4.111114,0.404022,DPGBDT,DFS,True
abalone,4177,0.900000,50,50,6,-1,0.100000,5,4.287321,0.436627,DPGBDT,DFS,True
abalone,4177,0.100000,50,50,6,-1,0.100000,5,34.300456,5.311642,DPGBDT,3-trees,True
abalone,4177,0.200000,50,50,6,-1,0.100000,5,15.562208,1.968120,DPGBDT,3-trees,True
abalone,4177,0.300000,50,50,6,-1,0.100000,5,10.626930,1.518419,DPGBDT,3-trees,True
abalone,4177,0.400000,50,50,6,-1,0.100000,5,7.625535,1.165487,DPGBDT,3-trees,True
abalone,4177,0.500000,50,50,6,-1,0.100000,5,5.982359,0.606100,DPGBDT,3-trees,True
abalone,4177,0.600000,50,50,6,-1,0.100000,5,5.657517,0.698812,DPGBDT,3-trees,True
abalone,4177,0.700000,50,50,6,-1,0.100000,5,5.041797,0.721167,DPGBDT,3-trees,True
abalone,4177,0.800000,50,50,6,-1,0.100000,5,4.111642,0.274595,DPGBDT,3-trees,True
abalone,4177,0.900000,50,50,6,-1,0.100000,5,3.925875,0.217011,DPGBDT,3-trees,True
abalone,4177,0.100000,50,50,6,-1,0.100000,5,2.149053,0.020774,DPRef,DFS,True
abalone,4177,0.200000,50,50,6,-1,0.100000,5,2.144465,0.025544,DPRef,DFS,True
abalone,4177,0.300000,50,50,6,-1,0.100000,5,2.140853,0.041507,DPRef,DFS,True
abalone,4177,0.400000,50,50,6,-1,0.100000,5,2.146524,0.015382,DPRef,DFS,True
abalone,4177,0.500000,50,50,6,-1,0.100000,5,2.126602,0.023445,DPRef,DFS,True
abalone,4177,0.600000,50,50,6,-1,0.100000,5,2.138326,0.045759,DPRef,DFS,True
abalone,4177,0.700000,50,50,6,-1,0.100000,5,2.140612,0.051094,DPRef,DFS,True
abalone,4177,0.800000,50,50,6,-1,0.100000,5,2.127066,0.047084,DPRef,DFS,True
abalone,4177,0.900000,50,50,6,-1,0.100000,5,2.141669,0.020795,DPRef,DFS,True
