dataset,nb_samples,nb_trees,use_dp,privacy_budget,mean,std,glc,gdf,mean_mape,std_mape
bcw_size_699,683,40,false,0,5.84317,1.93595,true,true
bcw_size_699,683,40,true,0.1,45.3788,11.9995,true,true
bcw_size_699,683,40,true,0.2,46.3567,12.8809,true,true
bcw_size_699,683,40,true,0.3,42.4246,12.5384,true,true
bcw_size_699,683,40,true,0.4,42.0439,10.8444,true,true
bcw_size_699,683,40,true,0.5,41.4683,10.2824,true,true
bcw_size_699,683,40,true,0.6,38.3293,10.3979,true,true
bcw_size_699,683,40,true,0.7,37.7671,11.2587,true,true
bcw_size_699,683,40,true,0.8,33.1183,9.4012,true,true
bcw_size_699,683,40,true,0.9,31.3971,9.34891,true,true
bcw_size_699,683,40,true,1,33.4532,7.87809,true,true
bcw_size_699,683,40,true,1.5,32.0554,10.9712,true,true
bcw_size_699,683,40,true,2,26.6156,8.49721,true,true
bcw_size_699,683,40,true,2.5,29.5063,7.68621,true,true
bcw_size_699,683,40,true,3,29.4631,7.83516,true,true
bcw_size_699,683,40,true,4,29.9956,6.73797,true,true
bcw_size_699,683,40,true,5,33.187,7.69446,true,true
bcw_size_699,683,40,true,6,32.2977,6.24144,true,true
bcw_size_699,683,40,true,7,33.3234,6.21044,true,true
bcw_size_699,683,40,true,8,33.0131,7.2121,true,true
bcw_size_699,683,40,true,9,32.1834,6.59588,true,true
bcw_size_699,683,40,true,10,32.4579,5.54118,true,true
bcw_size_699,683,40,true,0.1,49.6477,14.0128,true,false
bcw_size_699,683,40,true,0.2,50.9415,12.2628,true,false
bcw_size_699,683,40,true,0.3,43.1093,11.5525,true,false
bcw_size_699,683,40,true,0.4,42.3486,12.0407,true,false
bcw_size_699,683,40,true,0.5,40.7374,12.4979,true,false
bcw_size_699,683,40,true,0.6,36.9695,9.7562,true,false
bcw_size_699,683,40,true,0.7,33.3559,9.7243,true,false
bcw_size_699,683,40,true,0.8,35.3083,11.6093,true,false
bcw_size_699,683,40,true,0.9,33.9023,9.47916,true,false
bcw_size_699,683,40,true,1,34.781,9.79933,true,false
bcw_size_699,683,40,true,1.5,29.1532,8.6311,true,false
bcw_size_699,683,40,true,2,29.763,7.90116,true,false
bcw_size_699,683,40,true,2.5,28.1963,6.29603,true,false
bcw_size_699,683,40,true,3,29.7106,6.51638,true,false
bcw_size_699,683,40,true,4,31.3144,7.10012,true,false
bcw_size_699,683,40,true,5,31.4122,6.08366,true,false
bcw_size_699,683,40,true,6,31.0008,4.81477,true,false
bcw_size_699,683,40,true,7,31.8313,4.46826,true,false
bcw_size_699,683,40,true,8,32.21,5.99174,true,false
bcw_size_699,683,40,true,9,34.0136,6.0728,true,false
bcw_size_699,683,40,true,10,32.329,4.99907,true,false
bcw_size_699,683,40,true,0.1,50.4778,15.9002,false,true
bcw_size_699,683,40,true,0.2,44.6521,12.9215,false,true
bcw_size_699,683,40,true,0.3,41.8454,12.4346,false,true
bcw_size_699,683,40,true,0.4,40.1151,12.8932,false,true
bcw_size_699,683,40,true,0.5,39.544,12.0138,false,true
bcw_size_699,683,40,true,0.6,36.8869,9.85033,false,true
bcw_size_699,683,40,true,0.7,33.3953,11.6147,false,true
bcw_size_699,683,40,true,0.8,33.0023,9.75676,false,true
bcw_size_699,683,40,true,0.9,32.567,8.67902,false,true
bcw_size_699,683,40,true,1,27.7619,9.63229,false,true
bcw_size_699,683,40,true,1.5,23.1918,6.57771,false,true
bcw_size_699,683,40,true,2,18.7397,8.69125,false,true
bcw_size_699,683,40,true,2.5,17.9139,7.04246,false,true
bcw_size_699,683,40,true,3,15.5788,5.82871,false,true
bcw_size_699,683,40,true,4,13.075,4.02841,false,true
bcw_size_699,683,40,true,5,13.7071,4.14029,false,true
bcw_size_699,683,40,true,6,12.1227,4.64175,false,true
bcw_size_699,683,40,true,7,10.2649,2.88775,false,true
bcw_size_699,683,40,true,8,10.7041,4.7463,false,true
bcw_size_699,683,40,true,9,10.599,3.32456,false,true
bcw_size_699,683,40,true,10,10.3746,4.23643,false,true
