dataset,nb_samples,privacy_budget,nb_tree,nb_tree_per_ensemble,max_depth,max_leaves,learning_rate,nb_of_runs,mean,std,model,config,balance_partition
abalone,4177,0.000000,50,50,6,-1,0.100000,5,2.173711,0.062363,DPGBDT,Vanilla,True
abalone,4177,0.100000,50,50,6,-1,0.100000,5,120.441754,5.707721,DPGBDT,DFS,True
abalone,4177,0.200000,50,50,6,-1,0.100000,5,58.728895,3.648339,DPGBDT,DFS,True
abalone,4177,0.300000,50,50,6,-1,0.100000,5,42.292127,1.966140,DPGBDT,DFS,True
abalone,4177,0.400000,50,50,6,-1,0.100000,5,31.086731,1.524483,DPGBDT,DFS,True
abalone,4177,0.500000,50,50,6,-1,0.100000,5,24.205086,1.847226,DPGBDT,DFS,True
abalone,4177,0.600000,50,50,6,-1,0.100000,5,22.108623,2.107440,DPGBDT,DFS,True
abalone,4177,0.700000,50,50,6,-1,0.100000,5,18.290277,0.889958,DPGBDT,DFS,True
abalone,4177,0.800000,50,50,6,-1,0.100000,5,17.204612,0.849010,DPGBDT,DFS,True
abalone,4177,0.900000,50,50,6,-1,0.100000,5,13.355904,0.797856,DPGBDT,DFS,True
abalone,4177,0.100000,50,50,6,-1,0.100000,5,124.119581,5.390024,DPGBDT,3-trees,True
abalone,4177,0.200000,50,50,6,-1,0.100000,5,61.170085,3.602927,DPGBDT,3-trees,True
abalone,4177,0.300000,50,50,6,-1,0.100000,5,41.416461,0.995233,DPGBDT,3-trees,True
abalone,4177,0.400000,50,50,6,-1,0.100000,5,32.102400,1.705798,DPGBDT,3-trees,True
abalone,4177,0.500000,50,50,6,-1,0.100000,5,25.286019,0.902949,DPGBDT,3-trees,True
abalone,4177,0.600000,50,50,6,-1,0.100000,5,20.167416,1.459201,DPGBDT,3-trees,True
abalone,4177,0.700000,50,50,6,-1,0.100000,5,18.751719,1.104293,DPGBDT,3-trees,True
abalone,4177,0.800000,50,50,6,-1,0.100000,5,15.524624,0.747987,DPGBDT,3-trees,True
abalone,4177,0.900000,50,50,6,-1,0.100000,5,13.833362,0.856743,DPGBDT,3-trees,True
abalone,4177,0.100000,50,50,6,-1,0.100000,5,2.134208,0.021832,DPRef,DFS,True
abalone,4177,0.200000,50,50,6,-1,0.100000,5,2.131618,0.042457,DPRef,DFS,True
abalone,4177,0.300000,50,50,6,-1,0.100000,5,2.143715,0.037824,DPRef,DFS,True
abalone,4177,0.400000,50,50,6,-1,0.100000,5,2.138627,0.047811,DPRef,DFS,True
abalone,4177,0.500000,50,50,6,-1,0.100000,5,2.136077,0.053188,DPRef,DFS,True
abalone,4177,0.600000,50,50,6,-1,0.100000,5,2.148264,0.051736,DPRef,DFS,True
abalone,4177,0.700000,50,50,6,-1,0.100000,5,2.132357,0.052370,DPRef,DFS,True
abalone,4177,0.800000,50,50,6,-1,0.100000,5,2.143062,0.044374,DPRef,DFS,True
abalone,4177,0.900000,50,50,6,-1,0.100000,5,2.136420,0.031125,DPRef,DFS,True
