dataset,nb_samples,privacy_budget,nb_tree,nb_tree_per_ensemble,max_depth,max_leaves,learning_rate,nb_of_runs,mean,std,model,config,balance_partition
abalone,4177,0.100000,50,50,6,-1,0.100000,5,9.941190,0.561309,DPGBDT,DFS,True
abalone,4177,0.100000,50,50,6,-1,0.100000,5,2.140898,0.036684,DPRef,DFS,True
