dataset,nb_samples,privacy_budget,nb_tree,nb_tree_per_ensemble,max_depth,max_leaves,learning_rate,nb_of_runs,mean,std,model,config,balance_partition
abalone,4177,0.100000,10,10,6,-1,0.100000,5,8.414540,0.425694,DPGBDT,DFS,True
abalone,4177,0.500000,10,10,6,-1,0.100000,5,3.468232,0.081052,DPGBDT,DFS,True
abalone,4177,1.000000,10,10,6,-1,0.100000,5,3.195323,0.083193,DPGBDT,DFS,True
abalone,4177,3.000000,10,10,6,-1,0.100000,5,3.148073,0.054019,DPGBDT,DFS,True
abalone,4177,8.000000,10,10,6,-1,0.100000,5,3.136858,0.035258,DPGBDT,DFS,True
abalone,4177,0.000000,10,10,6,-1,0.100000,5,2.337600,0.022473,DPGBDT,Vanilla,True
abalone,4177,0.100000,10,10,6,-1,0.100000,5,2.324399,0.042226,DPRef,DFS,True
abalone,4177,0.500000,10,10,6,-1,0.100000,5,2.330941,0.037552,DPRef,DFS,True
abalone,4177,1.000000,10,10,6,-1,0.100000,5,2.317866,0.039410,DPRef,DFS,True
abalone,4177,3.000000,10,10,6,-1,0.100000,5,2.335186,0.032786,DPRef,DFS,True
abalone,4177,8.000000,10,10,6,-1,0.100000,5,2.322241,0.061507,DPRef,DFS,True
