dataset,nb_samples,privacy_budget,nb_tree,nb_tree_per_ensemble,max_depth,max_leaves,learning_rate,nb_of_runs,mean,std,model,config,balance_partition
abalone,4177,0.000000,10,10,6,-1,0.100000,5,2.358833,0.029300,DPGBDT,Vanilla,True
abalone,4177,0.100000,10,10,6,-1,0.100000,5,8.575315,0.940996,DPGBDT,DFS,True
abalone,4177,0.500000,10,10,6,-1,0.100000,5,3.369590,0.053136,DPGBDT,DFS,True
abalone,4177,1.000000,10,10,6,-1,0.100000,5,3.023565,0.036954,DPGBDT,DFS,True
abalone,4177,3.000000,10,10,6,-1,0.100000,5,2.995352,0.042115,DPGBDT,DFS,True
abalone,4177,8.000000,10,10,6,-1,0.100000,5,2.958843,0.067621,DPGBDT,DFS,True
abalone,4177,0.100000,10,10,6,-1,0.100000,5,2.339164,0.062348,DPRef,DFS,True
abalone,4177,0.500000,10,10,6,-1,0.100000,5,2.329562,0.020941,DPRef,DFS,True
abalone,4177,1.000000,10,10,6,-1,0.100000,5,2.320710,0.056451,DPRef,DFS,True
abalone,4177,3.000000,10,10,6,-1,0.100000,5,2.337902,0.028533,DPRef,DFS,True
abalone,4177,8.000000,10,10,6,-1,0.100000,5,2.340604,0.034082,DPRef,DFS,True
